FechaHora,Pitch,Roll,Latitud,Longitud,Velocidad,Rumbo
2025-06-25 00:20:36,11.7,0.9,-12.034503,-77.502755,13.2,345.3
2025-06-25 00:20:52,12.1,2.0,-12.034237,-77.502755,13.2,346.8
2025-06-25 00:21:08,12.6,0.9,-12.03397,-77.502755,13.2,345.2
2025-06-25 00:21:24,12.6,-1.2,-12.033708,-77.502755,13.3,345.4
2025-06-25 00:21:40,12.0,-2.0,-12.03345,-77.502755,13.2,348.0
2025-06-25 00:21:56,11.8,-0.6,-12.033177,-77.502755,13.4,347.0
2025-06-25 00:22:12,12.5,2.0,-12.032903,-77.502755,13.3,349.6
2025-06-25 00:22:25,12.1,-1.8,-12.03268,-77.502755,13.2,349.7
2025-06-25 00:22:43,12.4,-1.3,-12.03237,-77.502755,13.3,349.3
2025-06-25 00:22:59,11.8,-1.0,-12.03211,-77.502755,13.3,350.0
2025-06-25 00:23:11,12.4,-1.5,-12.0319,-77.502755,13.3,347.8
2025-06-25 00:23:24,12.5,-1.8,-12.031703,-77.502755,13.3,348.1
2025-06-25 00:23:35,11.9,0.1,-12.031492,-77.502755,13.3,348.4
2025-06-25 00:23:50,12.7,0.7,-12.031245,-77.502755,13.3,349.8
2025-06-25 00:24:05,12.6,1.6,-12.030997,-77.502755,13.4,349.5
2025-06-25 00:24:21,11.9,-0.4,-12.030723,-77.502755,13.3,350.9
2025-06-25 00:24:36,11.9,-1.7,-12.030463,-77.502755,13.2,347.5
2025-06-25 00:24:52,12.8,1.5,-12.030207,-77.502755,13.3,349.0
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 00:25:44,12.6,0.3,-12.02933,-77.502755,13.3,349.3
2025-06-25 00:26:00,11.9,1.8,-12.029068,-77.502755,13.3,351.4
2025-06-25 00:26:15,12.2,-1.5,-12.028808,-77.502755,13.3,353.7
2025-06-25 00:26:31,12.8,-0.8,-12.028548,-77.502755,13.3,352.3
2025-06-25 00:26:46,12.2,2.0,-12.028288,-77.502755,13.3,355.7
2025-06-25 00:27:01,11.7,1.0,-12.028015,-77.502755,13.3,355.4
2025-06-25 00:27:18,12.4,-2.0,-12.027755,-77.502755,13.4,357.6
2025-06-25 00:27:33,12.8,0.3,-12.027495,-77.502755,13.3,359.7
2025-06-25 00:27:48,12.0,1.4,-12.027222,-77.502755,13.3,0.5
2025-06-25 00:28:04,11.8,-1.0,-12.026962,-77.502755,13.3,0.8
2025-06-25 00:28:19,12.6,-1.1,-12.026702,-77.502755,13.3,358.0
2025-06-25 00:28:35,12.5,1.9,-12.02644,-77.502755,13.3,356.6
2025-06-25 00:28:50,11.9,-0.3,-12.026168,-77.502755,13.4,359.5
2025-06-25 00:29:06,12.1,-2.0,-12.025908,-77.502755,13.3,4.9
2025-06-25 00:29:22,12.5,-1.3,-12.025622,-77.502755,13.2,5.4
2025-06-25 00:29:37,12.4,2.0,-12.02535,-77.502755,13.3,3.0
2025-06-25 00:29:53,11.9,0.3,-12.02509,-77.502755,13.4,359.5
2025-06-25 00:30:09,12.1,-1.9,-12.024828,-77.502755,13.3,358.4
2025-06-25 00:30:25,12.6,-1.7,-12.024543,-77.502755,13.3,358.5
2025-06-25 00:30:41,12.8,0.6,-12.024272,-77.502755,13.4,2.1
2025-06-25 00:30:56,11.9,1.0,-12.02401,-77.502755,13.3,0.8
2025-06-25 00:31:12,11.9,-1.6,-12.023738,-77.502755,13.3,358.9
2025-06-25 00:31:27,12.7,-0.3,-12.023478,-77.502755,13.3,359.6
2025-06-25 00:31:43,12.5,2.0,-12.023217,-77.502755,13.4,0.1
2025-06-25 00:31:59,11.8,-0.2,-12.022945,-77.502755,13.3,3.5
2025-06-25 00:32:14,12.4,-1.2,-12.022683,-77.502755,13.4,3.8
2025-06-25 00:32:29,12.7,1.7,-12.022412,-77.502755,13.2,6.0
2025-06-25 00:32:45,12.1,1.1,-12.022138,-77.502755,13.2,3.9
2025-06-25 00:33:00,11.9,-1.9,-12.021867,-77.502755,13.3,2.1
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 00:33:41,12.8,-0.7,-12.02116,-77.502755,13.3,2.0
2025-06-25 00:33:57,12.2,-1.9,-12.020887,-77.502755,13.2,2.5
2025-06-25 00:34:13,11.8,0.8,-12.020613,-77.502755,13.3,1.3
2025-06-25 00:34:28,12.7,0.7,-12.020353,-77.502755,13.4,1.6
2025-06-25 00:34:43,12.7,-1.8,-12.02008,-77.502755,13.3,359.6
2025-06-25 00:34:59,12.1,-1.0,-12.019808,-77.502755,13.4,4.8
2025-06-25 00:35:14,12.1,1.9,-12.019535,-77.502755,13.3,7.1
2025-06-25 00:35:31,12.4,0.9,-12.019262,-77.502755,13.2,6.2
2025-06-25 00:35:47,12.8,-0.6,-12.018977,-77.502755,13.3,5.0
2025-06-25 00:36:03,12.6,-0.6,-12.01868,-77.502755,13.2,0.5
